0.001,0.067,0.259,0.066,0.001,0.034,0.001,0.007,0.007,0.001,0.000,0.009,0.002,0.015,0.001,0.063
0.001,0.092,0.941,0.082,0.001,0.000,0.034,0.017,0.021,0.001,0.012,0.108,0.004,0.073,0.024,0.041
