0.011,0.028,0.236,0.307,0.000,0.011,0.022,0.435,0.000,0.000,0.007,0.301,0.000,0.003,0.011,0.001
0.004,0.066,0.301,0.321,0.007,0.022,0.097,0.387,0.000,0.002,0.022,0.460,0.000,0.014,0.043,0.001
