0.018,0.037,0.014,0.804,0.245,0.127,0.007,0.830,0.185,0.019,0.033,0.370,0.043,0.063,0.028,0.523
0.036,0.093,0.006,0.142,0.016,0.095,0.001,0.839,0.004,0.001,0.000,0.031,0.021,0.082,0.009,0.005
