0.089,0.128,0.091,0.220,0.088,0.091,0.057,0.107,0.081,0.050,0.050,0.064,0.064,0.056,0.066,0.050,0.088,0.090,0.085,0.065,0.045,0.059,0.073,0.063,0.062,0.081,0.047,0.197,0.215,0.115,0.076,0.031,0.055,0.064,0.090,0.050,0.050,0.056,0.056,0.027,0.057,0.068,0.083,0.086,0.084,0.058,0.041,0.059,0.065,0.065,0.057,0.081,0.047,0.232,0.343,0.034,0.079,0.065,0.055,0.093,0.056,0.050,0.050,0.063,0.063,0.021,0.064,0.047,0.065,0.063,0.060,0.060,0.063,0.058,0.079,0.063,0.061,0.059,0.065,0.160,0.243,0.012,0.106,0.043,0.055,0.117,0.084,0.050,0.050,0.068,0.068,0.028,0.070,0.059,0.088,0.079,0.077,0.066,0.103,0.067,0.090,0.075,0.065,0.083
0.052,0.216,0.323,0.017,0.095,0.035,0.054,0.100,0.067,0.050,0.050,0.066,0.066,0.022,0.067,0.051,0.074,0.071,0.068,0.062,0.082,0.065,0.085,0.076,0.062,0.066,0.047,0.232,0.357,0.026,0.092,0.031,0.054,0.096,0.058,0.050,0.050,0.065,0.065,0.020,0.066,0.048,0.066,0.064,0.061,0.061,0.070,0.064,0.082,0.077,0.061,0.059,0.063,0.164,0.231,0.028,0.089,0.083,0.055,0.110,0.073,0.050,0.050,0.065,0.066,0.029,0.067,0.054,0.081,0.073,0.071,0.064,0.077,0.060,0.083,0.062,0.064,0.076,0.117,0.177,0.309,0.008,0.094,0.040,0.054,0.102,0.072,0.050,0.050,0.065,0.065,0.023,0.067,0.057,0.077,0.069,0.067,0.063,0.103,0.064,0.086,0.072,0.061,0.072
