0.006,0.016,0.066,0.334,0.006,0.273,0.004,0.382,0.000,0.012,0.004,0.000,0.112,0.016,0.001,0.007
0.011,0.246,0.163,0.115,0.003,0.448,0.003,0.358,0.000,0.014,0.011,0.012,0.013,0.012,0.003,0.008
