0.000,0.150,0.001,0.084,0.000,0.001,0.075,0.144,0.001,0.051,0.004,0.073,0.239,0.005,0.000,0.000
0.001,0.157,0.067,0.044,0.000,0.049,0.011,0.160,0.048,0.008,0.000,0.422,0.068,0.001,0.000,0.000
