0.000,0.091,0.022,0.001,0.000,0.001,0.002,0.289,0.001,0.209,0.510,0.000,0.005,0.920,0.041,0.027
0.000,0.157,0.088,0.001,0.000,0.024,0.050,0.004,0.000,0.231,0.119,0.008,0.892,0.725,0.484,0.001
